timestamp,profile,edge,sni,host,path,transport,tcp_ok,tls_ok,upgrade_ok,status,elapsed_ms,error
2026-08-01T20:57:10+0330,uacSpoofer 2,104.18.11.110,www.ignitelimit.com,www.ignitelimit.com,/assignment,ws,True,True,False,,26839.1,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 3,104.18.8.83,www.ignitelimit.com,www.ignitelimit.com,/assignment,ws,True,True,False,,26995.1,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 2,104.17.10.61,www.ignitelimit.com,www.ignitelimit.com,/assignment,ws,True,True,False,,27197.8,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,162.159.56.81,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,27243.9,SSLError: [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1000)
2026-08-01T20:57:10+0330,uacSpoofer 4,190.93.253.235,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,27304.5,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,188.114.101.235,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,27470.7,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,188.114.105.194,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,27586.2,TimeoutError: 
2026-08-01T20:57:09+0330,uacSpoofer 1,104.16.0.1,www.calmlunch.com,www.calmlunch.com,/assignment,ws,True,True,False,,29207.6,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,188.114.109.235,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,27709.4,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 2,104.18.2.1,www.ignitelimit.com,www.ignitelimit.com,/assignment,ws,True,True,False,,27737.5,TimeoutError: 
